Departmant,Item,Tdate,TypeID,Qty,Cost,Rate,DeptID,ItemID
SQGM,Visine,07/02/2020,2,19,0.663,0.756,5,5
SQGM,Advil,06/02/2020,2,5,0.497,0.582,5,6
SQGM,Advil,16/02/2020,2,9,0.497,0.582,5,6
SQGM,AL CREAM 15GM,10/02/2020,1,20,0.913,1.026,5,3
SQGM,Sebastian 20GM CREAM,30/01/2020,1,7,1.534,1.638,5,7
SQGM,Emend,21/01/2020,1,20,0.342,0.42,5,9
SQGM,A D  25GM. CREAM,29/01/2020,1,1,1.669,1.808,5,8
SQGM,Amaryl,29/01/2020,1,10,2.007,2.169,5,17
SQGM,Magne B6,11/01/2020,1,9,1.835,1.98,5,16
SQGM,NyQuill,07/01/2020,1,6,1.551,1.688,5,10
SQGM,Risperdal,22/01/2020,1,23,0.975,1.07,5,18
SQGM,Miralax,14/01/2020,1,29,1.921,2.087,5,4
SQGM,Visine,15/01/2020,1,11,0.663,0.756,5,5
SQGM,BE PLUS 30G,03/02/2020,1,19,1.802,1.934,5,14
SQGM,Panadol,27/01/2020,1,26,0.21,0.29,5,13
SQGM,Visine,08/01/2020,1,9,0.663,0.756,5,5
SQGM,Amaryl,12/02/2020,1,4,2.007,2.169,5,17
SQGM,Amaryl,12/01/2020,1,23,2.007,2.169,5,17
SQGM,Amaryl,16/02/2020,1,29,2.007,2.169,5,17
SQGM,Zovirax,21/01/2020,1,5,1.774,1.897,5,15
SQGM,Advil,05/02/2020,1,28,0.497,0.582,5,6
SQGM,Visine,25/01/2020,1,26,0.663,0.756,5,5
SQGM,Risperdal,30/01/2020,1,11,0.975,1.07,5,18
SQGM,Panadol,25/01/2020,1,7,0.21,0.29,5,13
SQGM,Amaryl,25/01/2020,1,12,2.007,2.169,5,17
SQGM,Panadol,16/02/2020,1,21,0.21,0.29,5,13
SQGM,Amaryl,09/01/2020,1,20,2.007,2.169,5,17
SQGM,AM 10 MG TAB,07/01/2020,1,23,1.141,1.267,5,2
SQGM,Zoloft,02/02/2020,1,28,1.749,1.893,5,12
SQGM,Panadol,17/01/2020,1,13,0.21,0.29,5,13
SQGM,Visine,23/01/2020,1,24,0.663,0.756,5,5
SQGM,BE PLUS 30G,17/02/2020,1,14,1.802,1.934,5,14
SQGM,Lisinopril,03/02/2020,1,19,1.107,1.206,5,11
SQGM,Zovirax,05/01/2020,1,5,1.774,1.897,5,15
SQGM,A D  25GM. CREAM,26/01/2020,1,20,1.669,1.808,5,8
SQGM,Visine,14/02/2020,1,18,0.663,0.756,5,5
SQGM,Risperdal,16/01/2020,1,7,0.975,1.07,5,18
SQGM,Emend,07/01/2020,1,28,0.342,0.42,5,9
SQGM,BON CREAM 15G,02/02/2020,2,6,0.793,0.887,5,19
SQGM,Risperdal,27/01/2020,2,27,0.975,1.07,5,18
SQGM,Risperdal,11/02/2020,2,12,0.975,1.07,5,18
SQGM,BON CREAM 15G,08/01/2020,2,6,0.793,0.887,5,19
SQGM,Zoloft,18/01/2020,2,15,1.749,1.893,5,12
SQGM,AM 10 MG TAB,09/01/2020,2,22,1.141,1.267,5,2
SQGM,Risperdal,15/02/2020,2,29,0.975,1.07,5,18
SQGM,BE PLUS 30G,17/02/2020,2,26,1.802,1.934,5,14
SQGM,A 5 MG TAB,23/01/2020,2,21,1.128,1.218,5,1
SQGM,BE PLUS 30G,05/01/2020,2,15,1.802,1.934,5,14
SQGM,A D  25GM. CREAM,03/02/2020,2,28,1.669,1.808,5,8
SQGM,AL CREAM 15GM,18/01/2020,2,17,0.913,1.026,5,3
SQGM,Miralax,16/02/2020,2,1,1.921,2.087,5,4
SQGM,Visine,09/02/2020,2,11,0.663,0.756,5,5
SQGM,A 5 MG TAB,29/01/2020,2,10,1.128,1.218,5,1
SQGM,BE PLUS 30G,01/02/2020,2,28,1.802,1.934,5,14
SQGM,Miralax,20/01/2020,2,20,1.921,2.087,5,4
SQGM,Emend,07/01/2020,2,17,0.342,0.42,5,9
SQGM,NyQuill,14/01/2020,2,9,1.551,1.688,5,10
SQGM,NyQuill,16/02/2020,2,4,1.551,1.688,5,10
SQGM,A D  25GM. CREAM,14/01/2020,2,13,1.669,1.808,5,8
SQGM,BON CREAM 15G,09/02/2020,2,29,0.793,0.887,5,19
SQGM,Emend,19/01/2020,2,28,0.342,0.42,5,9
SQGM,A D  25GM. CREAM,29/01/2020,2,3,1.669,1.808,5,8
SQGM,NyQuill,14/02/2020,2,14,1.551,1.688,5,10
SQGM,Visine,25/01/2020,2,9,0.663,0.756,5,5
SQGM,Visine,12/02/2020,2,4,0.663,0.756,5,5
SQGM,Zovirax,12/02/2020,2,20,1.774,1.897,5,15
SQGM,Magne B6,11/01/2020,2,17,1.835,1.98,5,16
SQGM,Amaryl,22/01/2020,2,20,2.007,2.169,5,17
SQGM,Emend,30/01/2020,2,16,0.342,0.42,5,9
SQGM,AM 10 MG TAB,25/01/2020,2,9,1.141,1.267,5,2
SQGM,A D  25GM. CREAM,12/02/2020,2,6,1.669,1.808,5,8
SQGM,BE PLUS 30G,15/01/2020,2,28,1.802,1.934,5,14
SQGM,BON CREAM 15G,10/01/2020,2,9,0.793,0.887,5,19
SQGM,Risperdal,17/01/2020,2,17,0.975,1.07,5,18
SQGM,AM 10 MG TAB,11/02/2020,2,11,1.141,1.267,5,2
SQGM,Miralax,31/01/2020,2,6,1.921,2.087,5,4
SQGM,Amaryl,10/01/2020,2,28,2.007,2.169,5,17
SQGM,AL CREAM 15GM,13/01/2020,2,9,0.913,1.026,5,3
SQGM,AM 10 MG TAB,06/02/2020,2,9,1.141,1.267,5,2
SQGM,BE PLUS 30G,21/01/2020,2,15,1.802,1.934,5,14
SQGM,A D  25GM. CREAM,10/01/2020,2,19,1.669,1.808,5,8
SQGM,Advil,02/01/2020,1,18,0.497,0.582,5,6
SQGM,A 5 MG TAB,13/01/2020,1,13,1.128,1.218,5,1
SQGM,AL CREAM 15GM,05/01/2020,1,19,0.913,1.026,5,3
SQGM,Amaryl,29/01/2020,1,24,2.007,2.169,5,17
SQGM,NyQuill,08/02/2020,1,26,1.551,1.688,5,10
SQGM,A 5 MG TAB,24/01/2020,1,2,1.128,1.218,5,1
SQGM,AL CREAM 15GM,12/01/2020,1,2,0.913,1.026,5,3
SQGM,Magne B6,02/01/2020,1,14,1.835,1.98,5,16
SQGM,Panadol,14/01/2020,1,29,0.21,0.29,5,13
SQGM,Panadol,26/01/2020,1,22,0.21,0.29,5,13
SQGM,NyQuill,27/01/2020,1,11,1.551,1.688,5,10
SQGM,BON CREAM 15G,13/02/2020,1,3,0.793,0.887,5,19
SQGM,Miralax,09/01/2020,1,26,1.921,2.087,5,4
SQGM,BON CREAM 15G,11/01/2020,1,3,0.793,0.887,5,19
SQGM,BON CREAM 15G,07/02/2020,1,13,0.793,0.887,5,19
SQGM,AM 10 MG TAB,13/01/2020,1,7,1.141,1.267,5,2
SQGM,Advil,16/01/2020,1,29,0.497,0.582,5,6
SQGM,Emend,14/01/2020,1,1,0.342,0.42,5,9
SQGM,A 5 MG TAB,14/01/2020,1,12,1.128,1.218,5,1
SQGM,Miralax,11/01/2020,1,2,1.921,2.087,5,4
SQGM,Zoloft,10/02/2020,1,24,1.749,1.893,5,12
SQGM,Sebastian 20GM CREAM,28/01/2020,1,24,1.534,1.638,5,7
SQGM,A 5 MG TAB,04/01/2020,1,20,1.128,1.218,5,1
SQGM,AM 10 MG TAB,15/02/2020,1,20,1.141,1.267,5,2
SQGM,Panadol,16/01/2020,1,1,0.21,0.29,5,13
SQGM,AM 10 MG TAB,04/02/2020,1,25,1.141,1.267,5,2
SQGM,Magne B6,25/01/2020,1,15,1.835,1.98,5,16
SQGM,Amaryl,28/01/2020,1,14,2.007,2.169,5,17
SQGM,Zoloft,17/02/2020,1,28,1.749,1.893,5,12
SQGM,NyQuill,10/01/2020,1,22,1.551,1.688,5,10
SQGM,Panadol,16/02/2020,1,23,0.21,0.29,5,13
SQGM,Zovirax,29/01/2020,1,20,1.774,1.897,5,15
SQGM,Lisinopril,05/02/2020,1,27,1.107,1.206,5,11
SQGM,Zovirax,16/02/2020,1,6,1.774,1.897,5,15
SQGM,NyQuill,17/02/2020,1,20,1.551,1.688,5,10
SQGM,Advil,16/02/2020,1,17,0.497,0.582,5,6
SQGM,A D  25GM. CREAM,10/02/2020,1,26,1.669,1.808,5,8
SQGM,Miralax,26/01/2020,1,23,1.921,2.087,5,4
SQGM,Sebastian 20GM CREAM,01/01/2020,1,27,1.534,1.638,5,7
SQGM,Emend,05/01/2020,1,1,0.342,0.42,5,9
SQGM,NyQuill,04/02/2020,1,26,1.551,1.688,5,10
SQGM,NyQuill,02/01/2020,1,20,1.551,1.688,5,10
SQGM,Visine,01/02/2020,1,25,0.663,0.756,5,5
SQGM,AL CREAM 15GM,15/02/2020,1,22,0.913,1.026,5,3
SQGM,NyQuill,12/02/2020,1,28,1.551,1.688,5,10
SQGM,AM 10 MG TAB,31/01/2020,1,18,1.141,1.267,5,2
SQGM,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026,5,3
SQGM,BON CREAM 15G,16/01/2020,1,5,0.793,0.887,5,19
SQGM,BE PLUS 30G,04/01/2020,1,3,1.802,1.934,5,14
SQGM,Visine,15/02/2020,1,15,0.663,0.756,5,5
SQGM,Zovirax,09/01/2020,1,18,1.774,1.897,5,15
SQGM,A 5 MG TAB,06/01/2020,1,6,1.128,1.218,5,1
SQGM,Risperdal,28/01/2020,1,25,0.975,1.07,5,18
SQGM,AL CREAM 15GM,09/02/2020,1,2,0.913,1.026,5,3
SQGM,Advil,16/01/2020,1,8,0.497,0.582,5,6
SQGM,NyQuill,22/01/2020,1,4,1.551,1.688,5,10
SQGM,Lisinopril,04/01/2020,1,2,1.107,1.206,5,11
SQGM,AL CREAM 15GM,06/02/2020,1,21,0.913,1.026,5,3
SQGM,Advil,09/02/2020,1,25,0.497,0.582,5,6
SQGM,NyQuill,04/01/2020,1,2,1.551,1.688,5,10
SQGM,Emend,17/01/2020,1,3,0.342,0.42,5,9
SQGM,Sebastian 20GM CREAM,23/01/2020,1,28,1.534,1.638,5,7
SQGM,Magne B6,06/02/2020,1,22,1.835,1.98,5,16
SQGM,Risperdal,02/01/2020,1,5,0.975,1.07,5,18
SQGM,Amaryl,21/01/2020,1,19,2.007,2.169,5,17
SQGM,Amaryl,27/01/2020,1,6,2.007,2.169,5,17
SQGM,Risperdal,23/01/2020,1,15,0.975,1.07,5,18
SQGM,Miralax,09/02/2020,1,11,1.921,2.087,5,4
SQGM,Risperdal,04/02/2020,1,26,0.975,1.07,5,18
SQGM,Zovirax,05/02/2020,1,20,1.774,1.897,5,15
SQGM,Visine,03/01/2020,1,1,0.663,0.756,5,5
SQGM,Emend,30/01/2020,1,6,0.342,0.42,5,9
SQGM,Advil,17/02/2020,1,18,0.497,0.582,5,6
SQGM,A 5 MG TAB,04/01/2020,1,6,1.128,1.218,5,1
SQGM,NyQuill,02/01/2020,1,10,1.551,1.688,5,10
SQGM,Zoloft,24/01/2020,1,5,1.749,1.893,5,12
SQGM,AL CREAM 15GM,13/01/2020,1,20,0.913,1.026,5,3
SQGM,Magne B6,10/01/2020,1,7,1.835,1.98,5,16
SQGM,Magne B6,08/01/2020,1,18,1.835,1.98,5,16
SQGM,Advil,08/02/2020,1,2,0.497,0.582,5,6
SQGM,A D  25GM. CREAM,26/01/2020,1,20,1.669,1.808,5,8
SQGM,Advil,13/01/2020,1,20,0.497,0.582,5,6
SQGM,Magne B6,14/01/2020,1,23,1.835,1.98,5,16
SQGM,Sebastian 20GM CREAM,10/01/2020,1,2,1.534,1.638,5,7
SQGM,Visine,15/02/2020,1,4,0.663,0.756,5,5
SQGM,Risperdal,06/01/2020,1,22,0.975,1.07,5,18
SQGM,AM 10 MG TAB,28/01/2020,1,15,1.141,1.267,5,2
SQGM,Zovirax,12/02/2020,1,15,1.774,1.897,5,15
SQGM,AM 10 MG TAB,09/01/2020,1,12,1.141,1.267,5,2
SQGM,Magne B6,21/01/2020,1,15,1.835,1.98,5,16
SQGM,Lisinopril,13/02/2020,1,4,1.107,1.206,5,11
SQGM,Zoloft,07/01/2020,1,17,1.749,1.893,5,12
SQGM,Risperdal,10/01/2020,1,20,0.975,1.07,5,18
SQGM,Visine,15/02/2020,1,11,0.663,0.756,5,5
SQGM,Risperdal,14/02/2020,1,29,0.975,1.07,5,18
SQGM,NyQuill,06/02/2020,1,10,1.551,1.688,5,10
SQGM,Panadol,31/01/2020,1,23,0.21,0.29,5,13
SQGM,Advil,16/02/2020,1,21,0.497,0.582,5,6
SQGM,Sebastian 20GM CREAM,06/02/2020,1,27,1.534,1.638,5,7
SQGM,Risperdal,10/02/2020,1,11,0.975,1.07,5,18
SQGM,Visine,06/01/2020,1,12,0.663,0.756,5,5
SQGM,Lisinopril,29/01/2020,1,19,1.107,1.206,5,11
SQGM,A D  25GM. CREAM,14/01/2020,1,6,1.669,1.808,5,8
SQGM,Miralax,31/01/2020,1,24,1.921,2.087,5,4
SQGM,AM 10 MG TAB,10/02/2020,1,21,1.141,1.267,5,2
SQGM,NyQuill,02/01/2020,1,21,1.551,1.688,5,10
SQGM,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026,5,3
SQGM,A 5 MG TAB,21/01/2020,1,4,1.128,1.218,5,1
SQGM,AL CREAM 15GM,13/01/2020,1,26,0.913,1.026,5,3
SQGM,Sebastian 20GM CREAM,14/02/2020,1,13,1.534,1.638,5,7
SQGM,Visine,23/01/2020,1,25,0.663,0.756,5,5
SQGM,BE PLUS 30G,29/01/2020,1,2,1.802,1.934,5,14
SQGM,BE PLUS 30G,27/01/2020,1,1,1.802,1.934,5,14
SQGM,AM 10 MG TAB,22/01/2020,1,29,1.141,1.267,5,2
SQGM,BE PLUS 30G,08/02/2020,1,5,1.802,1.934,5,14
SQGM,Panadol,02/02/2020,1,18,0.21,0.29,5,13
SQGM,BE PLUS 30G,12/01/2020,1,8,1.802,1.934,5,14
SQGM,Lisinopril,13/02/2020,1,27,1.107,1.206,5,11
SQGM,Visine,05/01/2020,1,18,0.663,0.756,5,5
SQGM,Magne B6,02/02/2020,1,1,1.835,1.98,5,16
SQGM,AM 10 MG TAB,17/01/2020,1,21,1.141,1.267,5,2
SQGM,BE PLUS 30G,07/01/2020,1,19,1.802,1.934,5,14
SQGM,Zoloft,01/02/2020,1,16,1.749,1.893,5,12
SQGM,Zovirax,27/01/2020,1,8,1.774,1.897,5,15
SQGM,AM 10 MG TAB,08/01/2020,1,2,1.141,1.267,5,2
SQGM,Panadol,06/02/2020,1,9,0.21,0.29,5,13
SQGM,Amaryl,15/01/2020,1,28,2.007,2.169,5,17
SQGM,AL CREAM 15GM,11/02/2020,1,25,0.913,1.026,5,3
SQGM,Emend,06/02/2020,1,15,0.342,0.42,5,9
SQGM,NyQuill,12/02/2020,1,12,1.551,1.688,5,10
SQGM,Advil,22/01/2020,1,26,0.497,0.582,5,6
SQGM,Visine,10/01/2020,1,5,0.663,0.756,5,5
SQGM,BON CREAM 15G,17/02/2020,1,9,0.793,0.887,5,19
SQGM,Advil,25/01/2020,1,2,0.497,0.582,5,6
SQGM,Visine,27/01/2020,1,23,0.663,0.756,5,5
SQGM,Miralax,27/01/2020,1,15,1.921,2.087,5,4
SQGM,Emend,06/02/2020,1,15,0.342,0.42,5,9
SQGM,Panadol,05/02/2020,1,1,0.21,0.29,5,13
SQGM,Amaryl,04/02/2020,1,12,2.007,2.169,5,17
SQGM,Advil,12/02/2020,1,2,0.497,0.582,5,6
SQGM,Zoloft,05/02/2020,1,27,1.749,1.893,5,12
SQGM,Lisinopril,28/01/2020,1,15,1.107,1.206,5,11
SQGM,A D  25GM. CREAM,13/01/2020,1,17,1.669,1.808,5,8
SQGM,Lisinopril,17/02/2020,1,29,1.107,1.206,5,11
SQGM,Advil,01/02/2020,1,22,0.497,0.582,5,6
SQGM,A D  25GM. CREAM,11/02/2020,1,6,1.669,1.808,5,8
SQGM,NyQuill,01/01/2020,1,6,1.551,1.688,5,10
SQGM,AL CREAM 15GM,10/01/2020,1,16,0.913,1.026,5,3
SQGM,AM 10 MG TAB,21/01/2020,1,19,1.141,1.267,5,2
SQGM,A D  25GM. CREAM,27/01/2020,1,28,1.669,1.808,5,8
SQGM,Zoloft,11/02/2020,1,1,1.749,1.893,5,12
SQGM,Zoloft,06/01/2020,1,28,1.749,1.893,5,12
SQGM,Miralax,12/02/2020,1,22,1.921,2.087,5,4
SQGM,Risperdal,08/01/2020,1,4,0.975,1.07,5,18
SQGM,A D  25GM. CREAM,22/01/2020,1,23,1.669,1.808,5,8
SQGM,Emend,04/02/2020,1,28,0.342,0.42,5,9
SQGM,Advil,10/01/2020,1,29,0.497,0.582,5,6
SQGM,Miralax,06/02/2020,1,10,1.921,2.087,5,4
SQGM,Lisinopril,17/01/2020,1,18,1.107,1.206,5,11
SQGM,Panadol,31/01/2020,1,28,0.21,0.29,5,13
SQGM,Risperdal,17/01/2020,1,12,0.975,1.07,5,18
SQGM,Emend,06/01/2020,1,5,0.342,0.42,5,9
SQGM,Miralax,04/01/2020,1,19,1.921,2.087,5,4
SQGM,A 5 MG TAB,30/01/2020,1,1,1.128,1.218,5,1
SQGM,Amaryl,09/02/2020,1,5,2.007,2.169,5,17
SQGM,AL CREAM 15GM,30/01/2020,1,23,0.913,1.026,5,3
SQGM,Risperdal,17/02/2020,1,28,0.975,1.07,5,18
SQGM,Panadol,27/01/2020,1,4,0.21,0.29,5,13
SQGM,Zoloft,09/02/2020,1,15,1.749,1.893,5,12
SQGM,A 5 MG TAB,27/01/2020,1,7,1.128,1.218,5,1
SQGM,BON CREAM 15G,05/02/2020,1,9,0.793,0.887,5,19
SQGM,Sebastian 20GM CREAM,20/01/2020,1,12,1.534,1.638,5,7
SQGM,Panadol,16/02/2020,1,5,0.21,0.29,5,13
SQGM,Risperdal,03/01/2020,1,7,0.975,1.07,5,18
SQGM,Amaryl,17/02/2020,1,22,2.007,2.169,5,17
SQGM,AM 10 MG TAB,25/01/2020,1,27,1.141,1.267,5,2
SQGM,Visine,14/02/2020,1,27,0.663,0.756,5,5
SQGM,Zoloft,26/01/2020,1,14,1.749,1.893,5,12
SQGM,Miralax,06/02/2020,1,7,1.921,2.087,5,4
SQGM,BON CREAM 15G,05/01/2020,1,16,0.793,0.887,5,19
SQGM,A 5 MG TAB,20/01/2020,1,10,1.128,1.218,5,1
SQGM,Miralax,14/01/2020,1,14,1.921,2.087,5,4
SQGM,Visine,25/01/2020,1,21,0.663,0.756,5,5
SQGM,AM 10 MG TAB,25/01/2020,1,22,1.141,1.267,5,2
SQGM,AM 10 MG TAB,15/02/2020,1,23,1.141,1.267,5,2
SQGM,Magne B6,07/01/2020,1,23,1.835,1.98,5,16
SQGM,Sebastian 20GM CREAM,15/01/2020,2,7,1.534,1.638,5,7
SQGM,Zoloft,18/01/2020,2,15,1.749,1.893,5,12
SQGM,Zoloft,15/01/2020,2,29,1.749,1.893,5,12
SQGM,Emend,28/01/2020,2,16,0.342,0.42,5,9
SQGM,Emend,05/01/2020,2,7,0.342,0.42,5,9
SQGM,Risperdal,03/02/2020,2,4,0.975,1.07,5,18
SQGM,AM 10 MG TAB,31/01/2020,2,28,1.141,1.267,5,2
SQGM,Zovirax,06/01/2020,2,25,1.774,1.897,5,15
SQGM,Magne B6,26/01/2020,2,16,1.835,1.98,5,16
SQGM,A D  25GM. CREAM,31/01/2020,2,26,1.669,1.808,5,8
SQGM,Advil,04/02/2020,2,10,0.497,0.582,5,6
SQGM,BON CREAM 15G,02/01/2020,2,22,0.793,0.887,5,19
SQGM,Zovirax,04/02/2020,2,20,1.774,1.897,5,15
SQGM,NyQuill,15/02/2020,2,25,1.551,1.688,5,10
SQGM,Visine,16/01/2020,2,12,0.663,0.756,5,5
SQGM,Advil,28/01/2020,2,6,0.497,0.582,5,6
SQGM,AM 10 MG TAB,23/01/2020,2,17,1.141,1.267,5,2
SQGM,Sebastian 20GM CREAM,11/01/2020,2,23,1.534,1.638,5,7
SQGM,Magne B6,05/01/2020,2,28,1.835,1.98,5,16
SQGM,Emend,14/01/2020,2,12,0.342,0.42,5,9
SQGM,AM 10 MG TAB,06/01/2020,2,2,1.141,1.267,5,2
SQGM,A 5 MG TAB,05/01/2020,2,24,1.128,1.218,5,1
SQGM,Miralax,01/02/2020,2,15,1.921,2.087,5,4
SQGM,Emend,06/01/2020,2,17,0.342,0.42,5,9
SQGM,Zovirax,07/01/2020,2,3,1.774,1.897,5,15
SQGM,Lisinopril,23/01/2020,2,18,1.107,1.206,5,11
SQGM,Zovirax,26/01/2020,2,12,1.774,1.897,5,15
SQGM,Zovirax,19/01/2020,2,10,1.774,1.897,5,15
SQGM,AM 10 MG TAB,07/01/2020,2,10,1.141,1.267,5,2
SQGM,Miralax,11/01/2020,2,27,1.921,2.087,5,4
SQGM,Amaryl,07/01/2020,2,5,2.007,2.169,5,17
SQGM,Risperdal,02/02/2020,2,1,0.975,1.07,5,18
SQGM,NyQuill,27/01/2020,2,12,1.551,1.688,5,10
SQGM,Zovirax,22/01/2020,2,8,1.774,1.897,5,15
SQGM,Amaryl,10/02/2020,2,14,2.007,2.169,5,17
SQGM,Risperdal,30/01/2020,2,17,0.975,1.07,5,18
SQGM,Lisinopril,01/01/2020,2,5,1.107,1.206,5,11
SQGM,Emend,30/01/2020,2,1,0.342,0.42,5,9
SQGM,A D  25GM. CREAM,17/01/2020,2,2,1.669,1.808,5,8
SQGM,A D  25GM. CREAM,14/01/2020,2,1,1.669,1.808,5,8
SQGM,Panadol,03/02/2020,2,22,0.21,0.29,5,13
SQGM,Emend,15/02/2020,2,15,0.342,0.42,5,9
SQGM,Panadol,14/01/2020,2,16,0.21,0.29,5,13
SQGM,BE PLUS 30G,25/01/2020,2,2,1.802,1.934,5,14
SQGM,AL CREAM 15GM,13/01/2020,2,29,0.913,1.026,5,3
SQGM,Miralax,20/01/2020,2,26,1.921,2.087,5,4
SQGM,Emend,13/02/2020,2,8,0.342,0.42,5,9
SQGM,BON CREAM 15G,07/01/2020,2,20,0.793,0.887,5,19
SQGM,Lisinopril,04/02/2020,2,22,1.107,1.206,5,11
SQGM,BE PLUS 30G,16/02/2020,2,22,1.802,1.934,5,14
SQGM,Miralax,09/02/2020,2,18,1.921,2.087,5,4
SQGM,BE PLUS 30G,29/01/2020,2,29,1.802,1.934,5,14
SQGM,Magne B6,25/01/2020,2,18,1.835,1.98,5,16
SQGM,Emend,12/02/2020,2,1,0.342,0.42,5,9
SQGM,A D  25GM. CREAM,22/01/2020,2,4,1.669,1.808,5,8
SQGM,Zoloft,20/01/2020,2,23,1.749,1.893,5,12
SQGM,BON CREAM 15G,10/02/2020,2,14,0.793,0.887,5,19
SQGM,NyQuill,27/01/2020,2,27,1.551,1.688,5,10
SQGM,Miralax,11/01/2020,2,21,1.921,2.087,5,4
SQGM,AL CREAM 15GM,09/02/2020,2,6,0.913,1.026,5,3
SQGM,Sebastian 20GM CREAM,05/02/2020,2,13,1.534,1.638,5,7
SQGM,A D  25GM. CREAM,01/01/2020,2,22,1.669,1.808,5,8
SQGM,Advil,28/01/2020,2,4,0.497,0.582,5,6
SQGM,Risperdal,15/01/2020,2,20,0.975,1.07,5,18
SQGM,A 5 MG TAB,09/02/2020,2,14,1.128,1.218,5,1
SQGM,Zovirax,12/01/2020,2,29,1.774,1.897,5,15
SQGM,Advil,16/01/2020,2,27,0.497,0.582,5,6
SQGM,Emend,04/02/2020,2,16,0.342,0.42,5,9
SQGM,Lisinopril,22/01/2020,2,20,1.107,1.206,5,11
SQGM,A D  25GM. CREAM,23/01/2020,2,28,1.669,1.808,5,8
SQGM,Sebastian 20GM CREAM,10/02/2020,2,11,1.534,1.638,5,7
SQGM,Emend,31/01/2020,2,28,0.342,0.42,5,9
SQGM,BON CREAM 15G,03/01/2020,2,29,0.793,0.887,5,19
SQGM,Zovirax,18/01/2020,2,22,1.774,1.897,5,15
SQGM,Lisinopril,03/02/2020,2,5,1.107,1.206,5,11
SQGM,Visine,20/01/2020,2,6,0.663,0.756,5,5
SQGM,NyQuill,04/02/2020,2,10,1.551,1.688,5,10
SQGM,Zoloft,08/01/2020,2,10,1.749,1.893,5,12
SQGM,Miralax,23/01/2020,2,19,1.921,2.087,5,4
SQGM,Zoloft,03/01/2020,2,24,1.749,1.893,5,12
SQGM,AM 10 MG TAB,28/01/2020,2,11,1.141,1.267,5,2
SQGM,BE PLUS 30G,10/01/2020,1,14,1.802,1.934,5,14
SQGM,BE PLUS 30G,04/01/2020,1,3,1.802,1.934,5,14
SQGM,Sebastian 20GM CREAM,02/01/2020,1,27,1.534,1.638,5,7
SQGM,AM 10 MG TAB,13/02/2020,1,26,1.141,1.267,5,2
SQGM,BE PLUS 30G,04/02/2020,1,8,1.802,1.934,5,14
SQGM,A D  25GM. CREAM,19/01/2020,1,14,1.669,1.808,5,8
SQGM,Zovirax,16/02/2020,1,4,1.774,1.897,5,15
SQGM,AM 10 MG TAB,24/01/2020,1,8,1.141,1.267,5,2
SQGM,Visine,15/02/2020,1,16,0.663,0.756,5,5
SQGM,NyQuill,04/01/2020,1,10,1.551,1.688,5,10
SQGM,Lisinopril,19/01/2020,1,19,1.107,1.206,5,11
SQGM,Miralax,24/01/2020,1,2,1.921,2.087,5,4
SQGM,BON CREAM 15G,05/01/2020,1,5,0.793,0.887,5,19
SQGM,Miralax,13/01/2020,1,13,1.921,2.087,5,4
SQGM,Zovirax,04/01/2020,1,19,1.774,1.897,5,15
SQGM,A 5 MG TAB,12/01/2020,1,5,1.128,1.218,5,1
SQGM,Amaryl,15/02/2020,1,21,2.007,2.169,5,17
SQGM,A D  25GM. CREAM,07/01/2020,1,14,1.669,1.808,5,8
SQGM,A 5 MG TAB,16/02/2020,1,2,1.128,1.218,5,1
SQGM,Miralax,25/01/2020,1,29,1.921,2.087,5,4
SQGM,Panadol,08/02/2020,1,25,0.21,0.29,5,13
SQGM,AM 10 MG TAB,07/02/2020,1,10,1.141,1.267,5,2
SQGM,Zovirax,10/02/2020,1,18,1.774,1.897,5,15
SQGM,Zovirax,23/01/2020,1,27,1.774,1.897,5,15
SQGM,AM 10 MG TAB,15/02/2020,1,18,1.141,1.267,5,2
SQGM,Lisinopril,26/01/2020,1,2,1.107,1.206,5,11
SQGM,Advil,02/01/2020,1,25,0.497,0.582,5,6
SQGM,NyQuill,03/01/2020,1,25,1.551,1.688,5,10
SQGM,A D  25GM. CREAM,19/01/2020,1,12,1.669,1.808,5,8
SQGM,BE PLUS 30G,24/01/2020,1,3,1.802,1.934,5,14
SQGM,BON CREAM 15G,21/01/2020,1,23,0.793,0.887,5,19
SQGM,BON CREAM 15G,22/01/2020,1,4,0.793,0.887,5,19
SQGM,BE PLUS 30G,05/02/2020,1,27,1.802,1.934,5,14
SQGM,Panadol,11/02/2020,1,21,0.21,0.29,5,13
SQGM,Panadol,17/02/2020,1,8,0.21,0.29,5,13
SQGM,AM 10 MG TAB,03/01/2020,1,8,1.141,1.267,5,2
SQGM,Emend,05/02/2020,1,4,0.342,0.42,5,9
SQGM,Miralax,27/01/2020,1,10,1.921,2.087,5,4
SQGM,Advil,14/01/2020,1,28,0.497,0.582,5,6
SQGM,Risperdal,02/01/2020,1,20,0.975,1.07,5,18
SQGM,Zovirax,09/02/2020,1,29,1.774,1.897,5,15
SQGM,Emend,20/01/2020,1,6,0.342,0.42,5,9
SQGM,A 5 MG TAB,06/02/2020,1,27,1.128,1.218,5,1
SQGM,A 5 MG TAB,24/01/2020,1,23,1.128,1.218,5,1
SQGM,AM 10 MG TAB,08/02/2020,1,21,1.141,1.267,5,2
SQGM,Lisinopril,13/02/2020,1,17,1.107,1.206,5,11
